Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2024-01-01,Pune,Maharashtra,29.5,16.5,22.2,55.0,0.0,10.1,100,Moderate,951.1208333333334,8.375
2024-01-02,Pune,Maharashtra,30.0,15.9,22.1,57.583333333333336,0.0,10.6,100,Moderate,950.1750000000001,4.541666666666667
2024-01-03,Pune,Maharashtra,29.8,16.5,22.5,59.916666666666664,0.0,7.6,100,Moderate,949.5666666666666,5.75
2024-01-04,Pune,Maharashtra,30.0,15.9,22.1,60.083333333333336,0.0,13.0,100,Moderate,949.5500000000001,10.541666666666666
2024-01-05,Pune,Maharashtra,29.5,13.9,21.3,59.375,0.0,13.2,100,Moderate,949.7708333333334,40.625
2024-01-06,Pune,Maharashtra,29.1,15.9,22.3,59.208333333333336,0.0,10.2,100,Moderate,950.1708333333332,39.541666666666664
2024-01-07,Pune,Maharashtra,29.5,17.2,22.9,62.375,0.8,13.0,100,Moderate,950.4958333333334,28.791666666666668
2024-01-08,Pune,Maharashtra,29.7,17.4,23.3,57.208333333333336,0.2,15.4,100,Moderate,951.025,22.25
2024-01-09,Pune,Maharashtra,28.1,18.0,22.4,71.95833333333333,1.0,16.3,100,Moderate,951.4458333333333,48.708333333333336
2024-01-10,Pune,Maharashtra,28.4,16.7,20.9,84.20833333333333,3.1,9.8,100,Moderate,951.725,52.375
2024-01-11,Pune,Maharashtra,28.6,16.9,22.5,73.16666666666667,0.0,10.4,100,Moderate,952.0083333333333,37.041666666666664
2024-01-12,Pune,Maharashtra,29.2,17.6,22.7,62.041666666666664,0.0,11.6,100,Moderate,951.6208333333334,28.833333333333332
2024-01-13,Pune,Maharashtra,29.7,17.7,23.2,50.791666666666664,0.0,11.2,100,Moderate,952.2583333333333,0.16666666666666666
2024-01-14,Pune,Maharashtra,29.9,16.7,23.2,50.625,0.0,14.5,100,Moderate,952.3874999999999,0.16666666666666666
2024-01-15,Pune,Maharashtra,28.4,14.1,21.1,48.666666666666664,0.0,13.4,100,Moderate,951.3125,16.75
2024-01-16,Pune,Maharashtra,29.5,12.1,20.1,57.708333333333336,0.0,13.2,100,Moderate,949.1166666666667,49.083333333333336
2024-01-17,Pune,Maharashtra,28.9,13.1,20.4,62.75,0.0,16.6,100,Moderate,948.3208333333333,3.9166666666666665
2024-01-18,Pune,Maharashtra,27.4,14.0,19.5,68.20833333333333,0.0,12.3,100,Moderate,949.7125,49.333333333333336
2024-01-19,Pune,Maharashtra,28.8,12.9,20.1,66.41666666666667,0.0,13.8,100,Moderate,949.7666666666668,18.75
2024-01-20,Pune,Maharashtra,28.8,15.7,21.3,61.5,0.0,17.3,100,Moderate,950.7208333333333,0.125
2024-01-21,Pune,Maharashtra,28.5,15.9,20.9,61.916666666666664,0.0,10.6,100,Moderate,951.2458333333334,39.375
2024-01-22,Pune,Maharashtra,29.9,13.7,21.3,60.916666666666664,0.0,16.1,100,Moderate,951.725,65.66666666666667
2024-01-23,Pune,Maharashtra,27.4,15.4,20.0,57.333333333333336,0.0,11.0,100,Moderate,951.3708333333334,66.04166666666667
2024-01-24,Pune,Maharashtra,27.0,14.1,19.8,44.833333333333336,0.0,10.5,100,Moderate,951.6625,52.25
2024-01-25,Pune,Maharashtra,27.4,13.5,19.7,46.25,0.0,10.9,100,Moderate,952.975,0.7916666666666666
2024-01-26,Pune,Maharashtra,29.9,13.0,21.2,42.833333333333336,0.0,11.3,100,Moderate,953.9208333333332,21.666666666666668
2024-01-27,Pune,Maharashtra,29.9,16.3,22.3,40.333333333333336,0.0,11.5,100,Moderate,954.1875,84.04166666666667
2024-01-28,Pune,Maharashtra,31.2,14.9,23.0,48.125,0.0,14.5,100,Moderate,953.5625,73.33333333333333
2024-01-29,Pune,Maharashtra,30.6,15.8,23.0,44.916666666666664,0.0,8.7,100,Moderate,953.0166666666668,92.33333333333333
2024-01-30,Pune,Maharashtra,30.5,16.6,23.3,44.458333333333336,0.0,13.4,100,Moderate,952.2416666666667,27.75
2024-01-31,Pune,Maharashtra,31.4,15.4,22.8,47.166666666666664,0.0,18.1,100,Moderate,951.6416666666668,57.75
2024-02-01,Pune,Maharashtra,28.5,14.1,20.8,52.041666666666664,0.0,16.3,100,Moderate,952.2208333333333,15.083333333333334
2024-02-02,Pune,Maharashtra,28.8,15.2,21.4,53.333333333333336,0.0,10.9,100,Moderate,952.6833333333334,21.25
2024-02-03,Pune,Maharashtra,31.0,15.2,23.0,47.291666666666664,0.0,14.9,100,Moderate,953.1625,37.208333333333336
2024-02-04,Pune,Maharashtra,33.1,16.6,24.9,46.958333333333336,0.0,8.8,100,Moderate,954.0333333333333,0.5416666666666666
2024-02-05,Pune,Maharashtra,33.5,18.2,25.5,47.166666666666664,0.0,15.0,100,Moderate,953.975,0.08333333333333333
2024-02-06,Pune,Maharashtra,34.6,18.0,25.7,45.0,0.0,18.5,100,Moderate,953.7041666666668,3.75
2024-02-07,Pune,Maharashtra,33.8,18.8,25.7,42.166666666666664,0.0,16.8,100,Moderate,954.1,0.75
2024-02-08,Pune,Maharashtra,32.9,17.0,23.9,38.791666666666664,0.0,10.0,100,Moderate,953.4375,25.125
2024-02-09,Pune,Maharashtra,33.7,14.5,23.9,33.833333333333336,0.0,18.2,100,Moderate,952.475,6.541666666666667
2024-02-10,Pune,Maharashtra,34.2,14.5,23.9,37.291666666666664,0.0,20.3,100,Moderate,953.2416666666667,0.0
2024-02-11,Pune,Maharashtra,32.9,14.4,23.5,37.166666666666664,0.0,18.7,100,Moderate,953.4499999999999,21.0
2024-02-12,Pune,Maharashtra,33.1,15.6,23.9,36.916666666666664,0.0,18.4,100,Moderate,952.8625000000001,89.75
2024-02-13,Pune,Maharashtra,33.8,16.5,24.2,27.791666666666668,0.0,18.4,100,Moderate,952.6541666666667,96.41666666666667
2024-02-14,Pune,Maharashtra,32.7,15.4,23.7,33.375,0.0,9.8,100,Moderate,952.3666666666667,91.66666666666667
2024-02-15,Pune,Maharashtra,33.5,17.5,24.9,34.041666666666664,0.0,11.4,100,Moderate,952.0500000000001,44.625
2024-02-16,Pune,Maharashtra,35.2,18.8,26.3,38.583333333333336,0.0,12.9,100,Moderate,952.4916666666667,18.25
2024-02-17,Pune,Maharashtra,33.9,17.6,25.9,38.5,0.0,9.3,100,Moderate,951.3958333333334,3.9166666666666665
2024-02-18,Pune,Maharashtra,34.5,17.8,25.6,37.708333333333336,0.0,15.6,100,Moderate,950.0208333333334,8.833333333333334
2024-02-19,Pune,Maharashtra,33.9,18.6,25.8,29.125,0.0,17.1,100,Moderate,950.5833333333334,5.041666666666667
2024-02-20,Pune,Maharashtra,33.7,17.8,25.0,33.0,0.0,21.5,100,Moderate,951.025,35.791666666666664
2024-02-21,Pune,Maharashtra,31.5,17.5,23.7,49.791666666666664,0.0,18.9,100,Moderate,950.3458333333333,14.125
2024-02-22,Pune,Maharashtra,30.5,16.2,22.6,57.958333333333336,0.0,18.7,100,Moderate,950.5458333333332,21.875
2024-02-23,Pune,Maharashtra,31.1,15.0,22.4,44.458333333333336,0.0,11.6,100,Moderate,950.4333333333334,9.125
2024-02-24,Pune,Maharashtra,33.0,14.6,23.3,36.375,0.0,18.0,100,Moderate,949.8625000000001,0.0
2024-02-25,Pune,Maharashtra,33.2,18.0,24.4,20.375,0.0,12.1,100,Moderate,949.4083333333333,0.0
2024-02-26,Pune,Maharashtra,34.9,16.5,25.7,38.041666666666664,0.0,16.6,100,Moderate,949.3874999999999,39.708333333333336
2024-02-27,Pune,Maharashtra,35.1,20.9,27.4,37.75,0.0,22.0,100,Moderate,950.7208333333333,28.291666666666668
2024-02-28,Pune,Maharashtra,33.5,22.0,27.6,34.75,0.0,11.9,100,Moderate,950.9291666666667,11.458333333333334
2024-02-29,Pune,Maharashtra,35.1,21.4,28.1,34.0,0.0,17.1,100,Moderate,950.5375,51.916666666666664
2024-03-01,Pune,Maharashtra,35.8,20.9,27.9,36.625,0.0,15.5,100,Moderate,950.9625,28.958333333333332
2024-03-02,Pune,Maharashtra,34.5,20.8,26.4,44.75,0.0,24.5,100,Moderate,950.6875,8.916666666666666
2024-03-03,Pune,Maharashtra,31.1,18.5,23.8,63.125,0.0,22.2,100,Moderate,950.5041666666666,19.958333333333332
2024-03-04,Pune,Maharashtra,32.4,15.1,23.1,48.75,0.0,18.7,100,Moderate,950.4458333333333,24.083333333333332
2024-03-05,Pune,Maharashtra,34.6,14.5,24.3,38.791666666666664,0.0,19.5,100,Moderate,950.5375,18.458333333333332
2024-03-06,Pune,Maharashtra,34.9,16.6,24.9,35.0,0.0,22.7,100,Moderate,950.5458333333332,68.75
2024-03-07,Pune,Maharashtra,34.7,14.4,25.2,22.916666666666668,0.0,17.8,100,Moderate,950.1041666666666,16.166666666666668
2024-03-08,Pune,Maharashtra,35.5,20.1,27.4,23.208333333333332,0.0,20.8,100,Moderate,950.9041666666667,1.5833333333333333
2024-03-09,Pune,Maharashtra,35.2,18.5,27.3,20.875,0.0,15.3,100,Moderate,950.9916666666667,12.125
2024-03-10,Pune,Maharashtra,36.5,17.6,27.1,26.083333333333332,0.0,19.5,100,Moderate,951.4541666666668,5.166666666666667
2024-03-11,Pune,Maharashtra,36.0,19.9,27.5,25.041666666666668,0.0,18.8,100,Moderate,952.7875,0.041666666666666664
2024-03-12,Pune,Maharashtra,37.2,20.6,28.2,29.291666666666668,0.0,20.5,100,Moderate,952.025,0.0
2024-03-13,Pune,Maharashtra,35.4,19.9,27.1,29.791666666666668,0.0,18.1,100,Moderate,951.1333333333333,16.791666666666668
2024-03-14,Pune,Maharashtra,35.2,17.3,26.0,32.25,0.0,17.8,100,Moderate,951.1999999999999,2.0833333333333335
2024-03-15,Pune,Maharashtra,35.0,18.0,26.0,28.416666666666668,0.0,20.5,100,Moderate,950.2791666666667,0.0
2024-03-16,Pune,Maharashtra,35.6,17.6,26.5,34.875,0.0,20.7,100,Moderate,950.1750000000001,36.25
2024-03-17,Pune,Maharashtra,36.2,18.8,26.8,29.75,0.0,23.9,100,Moderate,950.3708333333334,1.75
2024-03-18,Pune,Maharashtra,35.1,20.4,27.2,21.333333333333332,0.0,21.5,100,Moderate,950.4583333333334,35.75
2024-03-19,Pune,Maharashtra,34.9,19.6,27.1,26.75,0.0,17.4,100,Moderate,950.2166666666667,8.125
2024-03-20,Pune,Maharashtra,35.5,20.6,27.8,19.458333333333332,0.0,16.6,100,Moderate,950.3375,1.2916666666666667
2024-03-21,Pune,Maharashtra,36.2,19.1,27.9,22.25,0.0,13.1,100,Moderate,949.2583333333333,18.208333333333332
2024-03-22,Pune,Maharashtra,36.4,19.9,27.9,38.333333333333336,0.0,20.8,100,Moderate,948.0208333333334,1.0416666666666667
2024-03-23,Pune,Maharashtra,36.5,19.9,28.4,30.458333333333332,0.0,22.2,100,Moderate,948.1875,15.0
2024-03-24,Pune,Maharashtra,37.5,22.0,29.5,27.208333333333332,0.0,18.5,100,Moderate,949.5416666666666,13.0
2024-03-25,Pune,Maharashtra,37.8,22.8,29.9,34.75,0.0,15.8,100,Moderate,950.0041666666666,6.625
2024-03-26,Pune,Maharashtra,38.2,21.7,30.1,33.041666666666664,0.0,16.9,100,Moderate,950.1416666666668,1.0416666666666667
2024-03-27,Pune,Maharashtra,39.5,22.2,30.4,34.125,0.0,20.9,100,Moderate,951.2916666666666,9.416666666666666
2024-03-28,Pune,Maharashtra,38.7,23.5,30.6,33.916666666666664,0.0,22.7,100,Moderate,950.1208333333334,22.541666666666668
2024-03-29,Pune,Maharashtra,38.9,23.8,30.6,36.916666666666664,0.1,21.1,100,Moderate,949.2333333333332,35.0
2024-03-30,Pune,Maharashtra,38.2,23.8,30.7,40.375,0.0,20.9,100,Moderate,950.4250000000001,47.916666666666664
2024-03-31,Pune,Maharashtra,38.3,24.5,31.1,28.625,0.0,21.7,100,Moderate,951.4791666666666,18.75
2024-04-01,Pune,Maharashtra,39.0,24.9,30.9,20.25,0.0,21.1,100,Moderate,949.1083333333332,50.541666666666664
2024-04-02,Pune,Maharashtra,39.1,21.8,29.9,27.25,0.0,21.7,100,Moderate,947.5583333333334,52.958333333333336
2024-04-03,Pune,Maharashtra,39.0,21.8,29.7,31.458333333333332,0.0,23.1,100,Moderate,948.4166666666666,41.375
2024-04-04,Pune,Maharashtra,39.2,23.1,30.4,28.625,0.0,21.3,100,Moderate,948.8666666666667,35.208333333333336
2024-04-05,Pune,Maharashtra,39.8,22.7,30.6,28.208333333333332,0.0,22.9,100,Moderate,948.3791666666666,42.833333333333336
2024-04-06,Pune,Maharashtra,39.4,23.5,31.0,23.875,0.0,25.8,100,Moderate,947.5583333333334,23.541666666666668
2024-04-07,Pune,Maharashtra,38.2,23.4,30.0,21.625,0.0,25.8,100,Moderate,947.1083333333332,24.25
2024-04-08,Pune,Maharashtra,38.0,20.5,29.3,19.833333333333332,0.0,17.7,100,Moderate,947.775,0.041666666666666664
2024-04-09,Pune,Maharashtra,38.8,20.9,29.8,32.291666666666664,0.0,22.0,100,Moderate,947.8208333333333,6.125
2024-04-10,Pune,Maharashtra,38.8,21.5,29.6,31.541666666666668,0.0,22.0,100,Moderate,947.975,3.9583333333333335
2024-04-11,Pune,Maharashtra,39.1,22.8,30.1,27.083333333333332,0.0,23.8,100,Moderate,948.4583333333334,20.5
2024-04-12,Pune,Maharashtra,38.3,22.5,29.5,28.541666666666668,0.0,23.6,100,Moderate,948.35,46.166666666666664
2024-04-13,Pune,Maharashtra,37.8,20.8,28.8,35.083333333333336,0.0,20.9,100,Moderate,948.4791666666666,19.833333333333332
2024-04-14,Pune,Maharashtra,39.2,19.6,29.0,45.25,0.0,24.0,100,Moderate,949.1416666666668,9.916666666666666
2024-04-15,Pune,Maharashtra,40.4,23.2,31.8,42.625,0.1,20.2,100,Moderate,949.6750000000001,24.375
2024-04-16,Pune,Maharashtra,39.5,27.2,33.2,34.625,0.0,14.8,100,Moderate,948.9250000000001,49.791666666666664
2024-04-17,Pune,Maharashtra,40.7,27.4,33.1,33.333333333333336,0.3,22.5,100,Moderate,948.65,60.375
2024-04-18,Pune,Maharashtra,40.3,25.5,31.9,49.958333333333336,0.1,18.8,100,Moderate,947.8375,48.083333333333336
2024-04-19,Pune,Maharashtra,40.2,25.8,31.8,40.083333333333336,0.0,24.6,100,Moderate,946.3708333333334,32.333333333333336
2024-04-20,Pune,Maharashtra,38.8,25.4,30.9,43.166666666666664,0.0,19.3,100,Moderate,946.875,19.625
2024-04-21,Pune,Maharashtra,38.2,23.8,30.6,37.041666666666664,0.0,19.7,100,Moderate,947.0375,27.041666666666668
2024-04-22,Pune,Maharashtra,38.8,24.0,30.8,33.708333333333336,0.0,19.5,100,Moderate,947.7166666666667,6.458333333333333
2024-04-23,Pune,Maharashtra,39.3,23.5,31.1,32.291666666666664,0.0,23.3,100,Moderate,946.725,10.375
2024-04-24,Pune,Maharashtra,39.3,23.8,31.4,37.041666666666664,0.0,11.3,100,Moderate,946.1750000000001,19.791666666666668
2024-04-25,Pune,Maharashtra,39.2,24.8,31.2,40.166666666666664,3.0,17.0,100,Moderate,946.5916666666667,29.333333333333332
2024-04-26,Pune,Maharashtra,39.3,25.3,31.4,33.25,0.1,24.2,100,Moderate,946.5,22.75
2024-04-27,Pune,Maharashtra,40.3,25.4,32.5,32.708333333333336,0.0,14.4,100,Moderate,946.7458333333334,16.416666666666668
2024-04-28,Pune,Maharashtra,41.0,25.5,33.3,29.833333333333332,0.0,22.2,100,Moderate,946.75,14.833333333333334
2024-04-29,Pune,Maharashtra,40.8,25.6,33.5,24.291666666666668,0.0,21.4,100,Moderate,947.8666666666667,32.291666666666664
2024-04-30,Pune,Maharashtra,40.8,24.8,33.1,19.833333333333332,0.0,20.0,100,Moderate,946.7875,0.375
2024-05-01,Pune,Maharashtra,38.3,25.1,31.1,27.041666666666668,0.0,24.3,100,Moderate,945.4875000000001,15.083333333333334
2024-05-02,Pune,Maharashtra,38.8,22.5,29.6,32.5,0.0,18.7,100,Moderate,945.4916666666667,0.041666666666666664
2024-05-03,Pune,Maharashtra,39.8,20.4,29.6,31.5,0.0,18.6,100,Moderate,946.4833333333332,0.0
2024-05-04,Pune,Maharashtra,39.0,21.6,30.2,42.333333333333336,0.0,16.7,100,Moderate,947.3333333333334,19.875
2024-05-05,Pune,Maharashtra,39.2,23.4,30.7,45.0,0.0,23.0,100,Moderate,946.0749999999999,4.708333333333333
2024-05-06,Pune,Maharashtra,37.9,23.4,29.8,46.875,0.0,21.5,100,Moderate,946.7416666666667,0.0
2024-05-07,Pune,Maharashtra,37.3,21.7,28.7,55.208333333333336,0.0,23.6,100,Moderate,947.5208333333334,2.7083333333333335
2024-05-08,Pune,Maharashtra,38.5,21.2,28.9,60.666666666666664,0.0,26.2,100,Moderate,946.975,11.666666666666666
2024-05-09,Pune,Maharashtra,36.5,22.5,29.1,58.375,0.4,22.8,100,Moderate,946.35,25.083333333333332
2024-05-10,Pune,Maharashtra,36.9,23.6,28.6,61.541666666666664,11.8,17.1,100,Moderate,947.4583333333334,37.375
2024-05-11,Pune,Maharashtra,36.4,23.8,29.2,58.291666666666664,0.2,25.4,100,Moderate,948.3416666666667,23.333333333333332
2024-05-12,Pune,Maharashtra,36.0,24.1,28.9,51.916666666666664,2.1,16.1,100,Moderate,948.4833333333332,37.0
2024-05-13,Pune,Maharashtra,34.8,24.0,28.2,55.416666666666664,7.0,24.0,100,Moderate,948.0625,32.041666666666664
2024-05-14,Pune,Maharashtra,37.7,24.0,30.1,52.333333333333336,0.0,17.6,100,Moderate,947.8666666666667,27.833333333333332
2024-05-15,Pune,Maharashtra,38.2,23.0,30.3,48.791666666666664,0.0,19.1,100,Moderate,948.0625,15.833333333333334
2024-05-16,Pune,Maharashtra,39.0,24.0,29.3,57.583333333333336,4.4,14.0,100,Moderate,948.1583333333333,46.958333333333336
2024-05-17,Pune,Maharashtra,37.7,23.4,29.2,59.333333333333336,2.0,23.1,100,Moderate,947.0124999999999,39.125
2024-05-18,Pune,Maharashtra,38.7,23.0,30.4,51.166666666666664,0.3,19.1,100,Moderate,945.1374999999999,21.666666666666668
2024-05-19,Pune,Maharashtra,38.8,24.9,30.8,55.583333333333336,0.3,20.8,100,Moderate,943.6416666666668,62.291666666666664
2024-05-20,Pune,Maharashtra,40.5,25.6,30.9,61.791666666666664,0.8,24.5,100,Moderate,943.8041666666667,85.125
2024-05-21,Pune,Maharashtra,41.7,24.5,31.7,56.25,0.0,21.8,100,Moderate,943.6083333333332,85.91666666666667
2024-05-22,Pune,Maharashtra,39.8,25.2,31.3,59.291666666666664,0.4,20.4,100,Moderate,943.4583333333334,75.29166666666667
2024-05-23,Pune,Maharashtra,38.8,25.4,30.5,67.83333333333333,2.7,20.9,100,Moderate,942.4250000000001,47.791666666666664
2024-05-24,Pune,Maharashtra,35.8,24.6,29.5,62.083333333333336,0.3,26.4,100,Moderate,942.0625,35.041666666666664
2024-05-25,Pune,Maharashtra,34.1,23.6,28.1,66.45833333333333,0.0,27.4,100,Moderate,942.8958333333334,75.75
2024-05-26,Pune,Maharashtra,34.2,24.4,28.5,67.95833333333333,0.0,26.9,100,Moderate,943.7208333333333,81.20833333333333
2024-05-27,Pune,Maharashtra,32.7,24.8,27.6,73.41666666666667,0.0,27.8,100,Moderate,943.3874999999999,94.91666666666667
2024-05-28,Pune,Maharashtra,34.0,24.2,28.2,67.45833333333333,0.0,31.8,100,Moderate,943.7125,78.5
2024-05-29,Pune,Maharashtra,34.3,23.5,28.1,66.08333333333333,0.0,28.1,100,Moderate,943.9208333333332,56.5
2024-05-30,Pune,Maharashtra,36.2,23.2,28.7,63.958333333333336,0.0,23.1,100,Moderate,945.1125000000001,14.25
2024-05-31,Pune,Maharashtra,35.8,24.0,29.1,66.54166666666667,0.0,21.7,100,Moderate,945.7916666666666,23.208333333333332
2024-06-01,Pune,Maharashtra,35.9,24.0,29.3,64.58333333333333,0.1,20.2,100,Moderate,945.6916666666666,49.916666666666664
2024-06-02,Pune,Maharashtra,36.2,24.5,29.7,58.416666666666664,0.0,18.8,100,Moderate,946.0791666666668,89.79166666666667
2024-06-03,Pune,Maharashtra,37.4,24.2,29.4,61.583333333333336,2.1,19.4,100,Moderate,946.3541666666666,96.41666666666667
2024-06-04,Pune,Maharashtra,31.4,24.1,26.4,81.5,21.0,16.5,100,Moderate,946.8458333333333,97.75
2024-06-05,Pune,Maharashtra,33.2,24.4,26.8,79.04166666666667,7.9,23.9,100,Moderate,946.9708333333333,95.75
2024-06-06,Pune,Maharashtra,33.6,23.5,27.1,79.04166666666667,6.1,17.5,100,Moderate,947.3708333333334,92.5
2024-06-07,Pune,Maharashtra,33.8,23.3,26.6,78.45833333333333,13.8,19.2,100,Moderate,945.6208333333334,79.0
2024-06-08,Pune,Maharashtra,32.2,23.5,26.1,79.79166666666667,9.3,17.3,100,Moderate,944.3625000000001,90.0
2024-06-09,Pune,Maharashtra,27.0,23.0,24.9,84.70833333333333,2.8,16.1,100,Moderate,943.8874999999999,100.0
2024-06-10,Pune,Maharashtra,27.7,22.1,24.5,85.20833333333333,17.1,18.2,100,Moderate,944.9666666666667,99.5
2024-06-11,Pune,Maharashtra,27.9,22.6,24.6,85.58333333333333,21.9,19.9,100,Moderate,945.6166666666667,99.79166666666667
2024-06-12,Pune,Maharashtra,28.8,22.9,25.1,84.08333333333333,9.5,18.4,100,Moderate,946.5708333333333,98.70833333333333
2024-06-13,Pune,Maharashtra,28.8,23.1,25.4,81.91666666666667,9.1,19.8,100,Moderate,946.2166666666667,80.45833333333333
2024-06-14,Pune,Maharashtra,28.9,22.9,25.0,80.41666666666667,1.2,20.6,100,Moderate,945.4708333333333,85.45833333333333
2024-06-15,Pune,Maharashtra,29.2,23.0,25.4,80.33333333333333,3.4,16.0,100,Moderate,944.8208333333333,89.875
2024-06-16,Pune,Maharashtra,30.5,22.6,25.4,81.66666666666667,8.7,15.9,100,Moderate,945.0875,88.91666666666667
2024-06-17,Pune,Maharashtra,30.6,22.8,25.7,81.625,5.9,17.1,100,Moderate,945.4416666666666,98.5
2024-06-18,Pune,Maharashtra,29.6,23.1,25.5,80.875,19.5,23.2,100,Moderate,945.0666666666666,88.16666666666667
2024-06-19,Pune,Maharashtra,27.8,23.0,25.0,81.70833333333333,1.8,23.2,100,Moderate,943.4291666666667,99.79166666666667
2024-06-20,Pune,Maharashtra,29.0,23.1,25.1,83.58333333333333,3.4,23.7,100,Moderate,942.6833333333334,98.16666666666667
2024-06-21,Pune,Maharashtra,29.4,23.4,25.7,80.58333333333333,0.6,23.8,100,Moderate,943.0375,96.375
2024-06-22,Pune,Maharashtra,29.8,22.8,25.9,78.16666666666667,0.5,20.5,100,Moderate,941.8458333333333,72.45833333333333
2024-06-23,Pune,Maharashtra,30.3,23.2,25.7,80.125,2.5,15.5,100,Moderate,940.8833333333333,93.16666666666667
2024-06-24,Pune,Maharashtra,30.8,23.2,25.8,80.25,5.4,16.2,100,Moderate,939.4499999999999,84.125
2024-06-25,Pune,Maharashtra,29.4,23.9,25.8,81.45833333333333,4.0,22.3,100,Moderate,938.5,92.91666666666667
2024-06-26,Pune,Maharashtra,29.6,23.6,25.5,83.79166666666667,5.3,26.7,100,Moderate,938.5500000000001,91.83333333333333
2024-06-27,Pune,Maharashtra,27.6,23.4,25.0,84.0,2.2,28.4,100,Moderate,940.6791666666667,99.75
2024-06-28,Pune,Maharashtra,27.8,23.6,25.0,84.29166666666667,11.5,28.8,100,Moderate,941.6958333333333,92.70833333333333
2024-06-29,Pune,Maharashtra,28.4,23.1,25.3,81.75,1.7,27.6,100,Moderate,942.875,99.625
2024-06-30,Pune,Maharashtra,27.9,23.4,25.0,84.04166666666667,4.7,26.1,100,Moderate,943.1208333333334,99.95833333333333
2024-07-01,Pune,Maharashtra,27.2,22.5,24.5,84.66666666666667,4.9,32.1,100,Moderate,942.2916666666666,98.625
2024-07-02,Pune,Maharashtra,27.4,22.5,24.2,86.625,11.4,27.2,100,Moderate,941.5,99.66666666666667
2024-07-03,Pune,Maharashtra,27.5,22.9,24.8,83.33333333333333,0.7,25.8,100,Moderate,942.5958333333333,99.95833333333333
2024-07-04,Pune,Maharashtra,26.8,23.4,24.8,84.16666666666667,1.0,22.9,100,Moderate,943.5583333333334,100.0
2024-07-05,Pune,Maharashtra,28.0,23.2,25.0,83.20833333333333,4.5,27.7,100,Moderate,941.8874999999999,99.91666666666667
2024-07-06,Pune,Maharashtra,27.7,23.0,24.7,83.08333333333333,4.3,30.8,100,Moderate,940.9291666666667,99.91666666666667
2024-07-07,Pune,Maharashtra,26.0,22.9,24.0,85.54166666666667,6.4,19.9,100,Moderate,941.9041666666667,100.0
2024-07-08,Pune,Maharashtra,27.0,22.7,24.1,87.54166666666667,63.8,19.2,100,Moderate,941.7666666666668,99.95833333333333
2024-07-09,Pune,Maharashtra,27.7,22.1,24.1,85.41666666666667,17.1,17.2,100,Moderate,942.5708333333333,98.70833333333333
2024-07-10,Pune,Maharashtra,28.1,22.6,24.8,81.29166666666667,0.7,21.6,100,Moderate,945.1916666666666,92.29166666666667
2024-07-11,Pune,Maharashtra,26.9,22.5,24.0,86.33333333333333,12.0,23.1,100,Moderate,944.7208333333333,98.95833333333333
2024-07-12,Pune,Maharashtra,26.2,22.9,24.0,88.20833333333333,22.2,24.0,100,Moderate,942.8208333333333,99.95833333333333
2024-07-13,Pune,Maharashtra,26.5,22.6,24.0,86.75,17.9,27.2,100,Moderate,942.2083333333334,99.375
2024-07-14,Pune,Maharashtra,24.3,22.7,23.2,92.0,74.5,19.8,100,Moderate,940.5416666666666,100.0
2024-07-15,Pune,Maharashtra,28.6,22.5,24.5,85.0,6.1,20.5,100,Moderate,940.0416666666666,99.875
2024-07-16,Pune,Maharashtra,28.8,22.5,24.6,83.20833333333333,2.5,26.7,100,Moderate,939.8000000000001,97.25
2024-07-17,Pune,Maharashtra,26.9,22.9,24.3,86.04166666666667,11.0,25.0,100,Moderate,941.2958333333332,100.0
2024-07-18,Pune,Maharashtra,26.6,22.9,24.2,87.125,6.3,26.7,100,Moderate,941.65,100.0
2024-07-19,Pune,Maharashtra,25.0,23.1,23.9,87.79166666666667,5.8,24.9,100,Moderate,940.0916666666667,99.95833333333333
2024-07-20,Pune,Maharashtra,25.9,22.9,23.9,87.875,21.3,27.3,100,Moderate,940.5833333333334,99.54166666666667
2024-07-21,Pune,Maharashtra,26.6,22.9,24.2,86.625,10.6,28.0,100,Moderate,940.9666666666667,100.0
2024-07-22,Pune,Maharashtra,24.4,22.8,23.6,89.95833333333333,21.3,26.9,100,Moderate,942.5041666666666,100.0
2024-07-23,Pune,Maharashtra,24.0,22.7,23.3,90.95833333333333,21.7,27.6,100,Moderate,943.1999999999999,100.0
2024-07-24,Pune,Maharashtra,24.6,22.5,23.4,90.04166666666667,24.5,32.9,100,Moderate,940.8541666666666,100.0
2024-07-25,Pune,Maharashtra,23.7,21.9,22.9,91.08333333333333,54.9,29.4,100,Moderate,940.0041666666666,100.0
2024-07-26,Pune,Maharashtra,25.1,22.0,23.3,89.08333333333333,15.9,26.1,100,Moderate,941.2333333333332,99.54166666666667
2024-07-27,Pune,Maharashtra,25.0,22.8,23.5,89.79166666666667,10.0,32.8,100,Moderate,941.8625000000001,100.0
2024-07-28,Pune,Maharashtra,25.0,22.6,23.5,89.79166666666667,11.4,27.7,100,Moderate,939.9,100.0
2024-07-29,Pune,Maharashtra,26.2,22.5,23.7,88.79166666666667,13.0,26.0,100,Moderate,938.9,99.625
2024-07-30,Pune,Maharashtra,27.6,22.4,24.4,84.91666666666667,7.4,26.5,100,Moderate,942.3166666666666,92.625
