Date,City,State,Temperature_Max (°C),Temperature_Min (°C),Temperature_Avg (°C),Humidity (%),Rainfall (mm),Wind_Speed (km/h),AQI,AQI_Category,Pressure (hPa),Cloud_Cover (%)
2025-09-06,Indore,Madhya Pradesh,27.6,22.6,24.1,91.41666666666667,28.1,14.7,100,Moderate,943.9416666666666,98.91666666666667
2025-09-07,Indore,Madhya Pradesh,27.3,22.1,24.1,87.91666666666667,4.8,15.9,100,Moderate,945.0208333333334,80.04166666666667
2025-09-08,Indore,Madhya Pradesh,28.8,21.9,24.7,81.79166666666667,0.2,11.5,100,Moderate,946.1083333333332,76.875
2025-09-09,Indore,Madhya Pradesh,29.5,21.0,25.0,79.41666666666667,0.1,7.8,100,Moderate,948.1999999999999,43.208333333333336
2025-09-10,Indore,Madhya Pradesh,29.3,20.9,25.1,75.79166666666667,0.3,14.3,100,Moderate,948.525,45.75
2025-09-11,Indore,Madhya Pradesh,29.1,21.2,25.0,75.20833333333333,0.0,11.1,100,Moderate,947.8708333333334,68.29166666666667
2025-09-12,Indore,Madhya Pradesh,30.0,21.6,25.8,71.33333333333333,0.0,11.8,100,Moderate,948.0833333333334,84.95833333333333
2025-09-13,Indore,Madhya Pradesh,31.2,22.9,26.8,68.95833333333333,0.8,11.2,100,Moderate,947.75,90.54166666666667
2025-09-14,Indore,Madhya Pradesh,31.3,23.0,26.9,76.125,1.9,10.7,100,Moderate,947.3249999999999,95.08333333333333
2025-09-15,Indore,Madhya Pradesh,30.2,23.5,26.8,77.625,0.4,9.0,100,Moderate,946.3291666666668,96.66666666666667
2025-09-16,Indore,Madhya Pradesh,30.8,23.1,25.8,80.20833333333333,3.4,13.4,100,Moderate,946.1208333333334,93.29166666666667
2025-09-17,Indore,Madhya Pradesh,31.0,22.6,25.4,84.375,18.6,10.3,100,Moderate,946.6125000000001,77.91666666666667
2025-09-18,Indore,Madhya Pradesh,29.2,22.5,25.8,82.83333333333333,1.5,9.9,100,Moderate,946.525,93.04166666666667
2025-09-19,Indore,Madhya Pradesh,30.7,23.0,26.0,82.95833333333333,14.2,8.4,100,Moderate,947.2083333333334,77.625
2025-09-20,Indore,Madhya Pradesh,30.9,22.1,25.5,83.0,16.5,10.4,100,Moderate,947.1999999999999,92.91666666666667
2025-09-21,Indore,Madhya Pradesh,30.0,22.5,25.2,86.5,16.4,12.2,100,Moderate,946.6916666666666,93.79166666666667
2025-09-22,Indore,Madhya Pradesh,30.6,22.4,25.7,82.04166666666667,2.1,13.2,100,Moderate,947.0749999999999,65.20833333333333
2025-09-23,Indore,Madhya Pradesh,30.8,22.0,25.9,78.70833333333333,0.7,13.0,100,Moderate,946.9541666666668,48.541666666666664
2025-09-24,Indore,Madhya Pradesh,30.1,22.8,25.6,78.20833333333333,2.0,13.6,100,Moderate,945.8375,58.833333333333336
2025-09-25,Indore,Madhya Pradesh,29.9,21.6,25.9,74.08333333333333,0.8,14.0,100,Moderate,945.7291666666666,65.91666666666667
2025-09-26,Indore,Madhya Pradesh,33.1,23.0,28.1,61.291666666666664,0.1,15.9,100,Moderate,945.7708333333334,50.083333333333336
2025-09-27,Indore,Madhya Pradesh,32.2,23.9,27.3,65.45833333333333,7.5,20.5,100,Moderate,944.9041666666667,86.95833333333333
2025-09-28,Indore,Madhya Pradesh,28.0,22.9,24.9,89.33333333333333,33.2,18.6,100,Moderate,942.4083333333333,99.79166666666667
2025-09-29,Indore,Madhya Pradesh,28.0,22.6,24.9,84.20833333333333,1.3,15.0,100,Moderate,943.4041666666667,78.375
2025-09-30,Indore,Madhya Pradesh,27.6,21.5,24.4,83.625,5.4,12.4,100,Moderate,944.1750000000001,40.833333333333336
2025-10-01,Indore,Madhya Pradesh,29.2,21.0,25.0,78.375,0.0,8.1,100,Moderate,944.3791666666666,23.833333333333332
2025-10-02,Indore,Madhya Pradesh,30.0,21.5,25.3,79.16666666666667,0.8,8.3,100,Moderate,946.4875000000001,23.083333333333332
2025-10-03,Indore,Madhya Pradesh,30.2,22.3,25.9,78.66666666666667,4.5,10.6,100,Moderate,948.7333333333332,79.20833333333333
2025-10-04,Indore,Madhya Pradesh,28.4,22.3,25.0,81.70833333333333,1.5,14.0,100,Moderate,949.2583333333333,80.20833333333333
2025-10-05,Indore,Madhya Pradesh,29.2,22.1,24.9,80.20833333333333,1.0,14.1,100,Moderate,949.2916666666666,55.25
2025-10-06,Indore,Madhya Pradesh,29.3,21.4,24.9,74.79166666666667,0.2,14.8,100,Moderate,949.7875,24.75
2025-10-07,Indore,Madhya Pradesh,28.9,20.6,24.3,74.16666666666667,0.5,11.4,100,Moderate,949.9791666666666,35.083333333333336
2025-10-08,Indore,Madhya Pradesh,30.0,19.0,24.6,55.416666666666664,0.0,9.4,100,Moderate,950.8333333333334,17.541666666666668
2025-10-09,Indore,Madhya Pradesh,30.5,20.9,25.2,47.041666666666664,0.0,14.0,100,Moderate,952.0541666666667,28.375
2025-10-10,Indore,Madhya Pradesh,29.4,18.6,24.1,42.708333333333336,0.0,10.6,100,Moderate,951.025,0.08333333333333333
2025-10-11,Indore,Madhya Pradesh,29.1,19.1,24.1,44.416666666666664,0.0,10.3,100,Moderate,950.9375,0.25
2025-10-12,Indore,Madhya Pradesh,29.8,20.2,25.2,41.208333333333336,0.0,7.9,100,Moderate,950.6916666666666,14.041666666666666
2025-10-13,Indore,Madhya Pradesh,30.1,19.6,25.0,45.958333333333336,0.0,10.5,100,Moderate,951.1041666666666,3.0
2025-10-14,Indore,Madhya Pradesh,30.6,19.5,25.2,47.875,0.0,11.9,100,Moderate,949.5749999999999,12.708333333333334
2025-10-15,Indore,Madhya Pradesh,30.7,21.2,26.4,53.875,0.0,7.9,100,Moderate,949.3916666666668,7.083333333333333
2025-10-16,Indore,Madhya Pradesh,31.0,23.0,26.9,61.541666666666664,0.2,9.0,100,Moderate,950.0375,13.083333333333334
2025-10-17,Indore,Madhya Pradesh,30.8,23.1,26.1,67.33333333333333,0.9,9.3,100,Moderate,951.2583333333333,18.916666666666668
2025-10-18,Indore,Madhya Pradesh,29.6,22.4,25.3,70.08333333333333,1.5,14.1,100,Moderate,950.5333333333333,21.708333333333332
2025-10-19,Indore,Madhya Pradesh,30.8,21.6,26.0,64.25,0.0,11.1,100,Moderate,949.6374999999999,18.875
2025-10-20,Indore,Madhya Pradesh,30.6,22.1,26.3,49.541666666666664,0.0,12.9,100,Moderate,949.6291666666666,20.5
2025-10-21,Indore,Madhya Pradesh,31.5,21.9,26.6,47.083333333333336,0.0,14.0,100,Moderate,950.7875,14.125
2025-10-22,Indore,Madhya Pradesh,30.1,22.3,26.2,65.79166666666667,0.4,13.1,100,Moderate,951.2875,29.875
2025-10-23,Indore,Madhya Pradesh,30.7,22.1,26.4,65.08333333333333,0.2,11.4,100,Moderate,950.5166666666668,17.0
2025-10-24,Indore,Madhya Pradesh,30.9,22.4,26.5,61.625,0.0,12.7,100,Moderate,950.0708333333333,17.041666666666668
2025-10-25,Indore,Madhya Pradesh,28.0,22.1,24.8,71.20833333333333,2.7,11.5,100,Moderate,949.5166666666668,60.541666666666664
2025-10-26,Indore,Madhya Pradesh,24.9,20.8,22.1,88.75,9.4,12.7,100,Moderate,949.3375,96.20833333333333
2025-10-27,Indore,Madhya Pradesh,28.5,21.2,23.2,86.83333333333333,2.8,14.4,100,Moderate,948.6750000000001,91.29166666666667
2025-10-28,Indore,Madhya Pradesh,28.5,21.0,24.0,81.91666666666667,4.5,15.1,100,Moderate,948.5291666666667,86.66666666666667
2025-10-29,Indore,Madhya Pradesh,27.0,20.9,23.4,80.91666666666667,0.1,16.6,100,Moderate,947.475,87.58333333333333
2025-10-30,Indore,Madhya Pradesh,25.1,21.0,23.1,84.54166666666667,1.3,14.4,100,Moderate,947.1750000000001,97.16666666666667
2025-10-31,Indore,Madhya Pradesh,25.0,19.8,22.1,88.375,3.3,9.4,100,Moderate,949.15,95.08333333333333
2025-11-01,Indore,Madhya Pradesh,28.2,20.5,23.6,83.95833333333333,0.0,8.0,100,Moderate,950.0875,44.041666666666664
2025-11-02,Indore,Madhya Pradesh,28.9,21.7,24.9,78.25,0.5,9.4,100,Moderate,950.9666666666667,17.166666666666668
2025-11-03,Indore,Madhya Pradesh,29.2,21.6,24.4,82.08333333333333,0.6,10.3,100,Moderate,950.475,21.75
2025-11-04,Indore,Madhya Pradesh,28.0,20.8,23.8,76.375,0.1,12.7,100,Moderate,949.7375000000001,43.875
2025-11-05,Indore,Madhya Pradesh,28.4,19.3,22.8,69.04166666666667,0.0,10.2,100,Moderate,949.8416666666667,33.708333333333336
2025-11-06,Indore,Madhya Pradesh,27.2,17.0,21.6,55.5,0.0,11.1,100,Moderate,951.3083333333334,21.833333333333332
2025-11-07,Indore,Madhya Pradesh,26.5,14.9,20.3,50.416666666666664,0.0,10.6,100,Moderate,952.6333333333333,0.0
2025-11-08,Indore,Madhya Pradesh,27.0,13.1,19.9,43.916666666666664,0.0,9.8,100,Moderate,953.5749999999999,0.0
2025-11-09,Indore,Madhya Pradesh,26.8,13.5,20.2,40.291666666666664,0.0,9.0,100,Moderate,952.5833333333334,0.0
2025-11-10,Indore,Madhya Pradesh,26.8,14.5,20.5,43.375,0.0,6.6,100,Moderate,951.9583333333334,0.0
2025-11-11,Indore,Madhya Pradesh,27.3,14.6,20.8,43.791666666666664,0.0,6.7,100,Moderate,952.8083333333334,0.0
2025-11-12,Indore,Madhya Pradesh,27.5,14.9,21.1,41.708333333333336,0.0,10.2,100,Moderate,953.8708333333334,0.0
2025-11-13,Indore,Madhya Pradesh,27.4,15.1,21.2,38.291666666666664,0.0,10.6,100,Moderate,954.8041666666667,0.0
2025-11-14,Indore,Madhya Pradesh,27.6,15.1,21.1,42.625,0.0,10.8,100,Moderate,954.3249999999999,0.0
2025-11-15,Indore,Madhya Pradesh,26.9,14.4,20.5,42.416666666666664,0.0,11.6,100,Moderate,955.0708333333333,0.0
2025-11-16,Indore,Madhya Pradesh,26.1,13.5,19.7,40.166666666666664,0.0,12.7,100,Moderate,956.4,0.0
2025-11-17,Indore,Madhya Pradesh,26.5,13.1,19.5,41.916666666666664,0.0,12.4,100,Moderate,955.8249999999999,0.0
2025-11-18,Indore,Madhya Pradesh,26.8,12.9,19.5,46.0,0.0,11.3,100,Moderate,953.8666666666667,0.0
2025-11-19,Indore,Madhya Pradesh,27.0,13.2,19.8,49.541666666666664,0.0,11.7,100,Moderate,953.4958333333334,0.0
2025-11-20,Indore,Madhya Pradesh,27.6,13.6,20.4,53.958333333333336,0.0,11.7,100,Moderate,954.1708333333332,0.0
2025-11-21,Indore,Madhya Pradesh,28.2,15.6,21.7,52.625,0.0,10.3,100,Moderate,955.1958333333333,0.0
2025-11-22,Indore,Madhya Pradesh,28.4,15.9,21.8,51.666666666666664,0.0,8.9,100,Moderate,953.9833333333332,0.125
2025-11-23,Indore,Madhya Pradesh,28.6,16.6,22.4,53.041666666666664,0.0,9.6,100,Moderate,953.5500000000001,42.0
2025-11-24,Indore,Madhya Pradesh,28.0,18.0,22.9,60.0,0.4,9.1,100,Moderate,954.0666666666666,19.666666666666668
2025-11-25,Indore,Madhya Pradesh,27.7,19.0,22.5,66.75,1.6,10.1,100,Moderate,954.1,41.083333333333336
2025-11-26,Indore,Madhya Pradesh,28.4,18.4,23.3,59.541666666666664,0.0,10.8,100,Moderate,954.0291666666667,20.041666666666668
2025-11-27,Indore,Madhya Pradesh,28.4,19.2,23.5,58.291666666666664,0.1,10.6,100,Moderate,955.0666666666666,13.375
2025-11-28,Indore,Madhya Pradesh,27.5,18.0,22.5,56.541666666666664,0.0,11.0,100,Moderate,954.5124999999999,0.16666666666666666
2025-11-29,Indore,Madhya Pradesh,26.8,15.6,21.0,51.125,0.0,12.7,100,Moderate,953.2875,75.91666666666667
2025-11-30,Indore,Madhya Pradesh,26.7,15.3,20.9,44.208333333333336,0.0,10.7,100,Moderate,952.6791666666667,49.333333333333336
2025-12-01,Indore,Madhya Pradesh,26.5,15.6,20.9,49.791666666666664,0.0,10.2,100,Moderate,952.3916666666668,19.583333333333332
2025-12-02,Indore,Madhya Pradesh,26.1,15.1,20.5,53.291666666666664,0.0,9.8,100,Moderate,952.35,21.291666666666668
2025-12-03,Indore,Madhya Pradesh,26.1,15.3,20.1,54.666666666666664,0.0,12.0,100,Moderate,954.125,0.5416666666666666
2025-12-04,Indore,Madhya Pradesh,25.7,14.0,19.6,53.958333333333336,0.0,10.4,100,Moderate,955.4499999999999,0.0
2025-12-05,Indore,Madhya Pradesh,25.3,13.6,19.0,56.541666666666664,0.0,11.2,100,Moderate,956.525,0.0
2025-12-06,Indore,Madhya Pradesh,25.7,12.1,18.5,53.25,0.0,11.9,100,Moderate,956.4541666666668,47.583333333333336
2025-12-07,Indore,Madhya Pradesh,27.5,14.1,20.0,40.833333333333336,0.0,11.3,100,Moderate,955.9916666666667,51.583333333333336
2025-12-08,Indore,Madhya Pradesh,27.5,14.4,20.1,44.791666666666664,0.0,12.2,100,Moderate,955.9125,0.0
2025-12-09,Indore,Madhya Pradesh,27.9,14.1,20.3,43.708333333333336,0.0,12.0,100,Moderate,955.7041666666668,0.0
2025-12-10,Indore,Madhya Pradesh,26.7,13.6,19.9,40.208333333333336,0.0,10.6,100,Moderate,955.8166666666666,0.0
2025-12-11,Indore,Madhya Pradesh,26.8,13.4,19.6,39.375,0.0,9.9,100,Moderate,954.6416666666668,0.0
2025-12-12,Indore,Madhya Pradesh,27.0,13.1,19.7,41.333333333333336,0.0,10.4,100,Moderate,953.4916666666667,0.0
2025-12-13,Indore,Madhya Pradesh,27.9,13.3,20.1,46.333333333333336,0.0,11.4,100,Moderate,953.5583333333334,0.0
2025-12-14,Indore,Madhya Pradesh,27.7,15.1,20.6,47.0,0.0,12.1,100,Moderate,954.4208333333332,0.0
2025-12-15,Indore,Madhya Pradesh,26.5,13.0,19.2,50.208333333333336,0.0,11.7,100,Moderate,954.7958333333332,0.0
2025-12-16,Indore,Madhya Pradesh,26.1,12.1,18.8,47.625,0.0,11.2,100,Moderate,954.3416666666667,0.0
2025-12-17,Indore,Madhya Pradesh,28.0,13.4,19.9,41.291666666666664,0.0,9.4,100,Moderate,955.3791666666666,0.0
2025-12-18,Indore,Madhya Pradesh,28.0,13.0,19.8,49.916666666666664,0.0,11.0,100,Moderate,955.4625,0.0
2025-12-19,Indore,Madhya Pradesh,27.0,11.9,19.3,49.75,0.0,9.8,100,Moderate,953.6541666666667,0.0
2025-12-20,Indore,Madhya Pradesh,27.4,12.4,19.7,48.666666666666664,0.0,11.7,100,Moderate,952.15,20.458333333333332
2025-12-21,Indore,Madhya Pradesh,27.1,15.9,20.5,41.208333333333336,0.0,10.3,100,Moderate,953.2041666666668,99.04166666666667
2025-12-22,Indore,Madhya Pradesh,27.0,14.9,20.2,46.041666666666664,0.0,11.6,100,Moderate,953.6708333333332,89.125
2025-12-23,Indore,Madhya Pradesh,26.8,13.4,20.2,49.416666666666664,0.0,12.9,100,Moderate,953.1291666666666,40.5
2025-12-24,Indore,Madhya Pradesh,25.8,14.2,19.6,51.708333333333336,0.0,9.7,100,Moderate,952.8375,60.041666666666664
2025-12-25,Indore,Madhya Pradesh,24.9,13.3,18.9,54.458333333333336,0.0,9.9,100,Moderate,953.1374999999999,11.208333333333334
2025-12-26,Indore,Madhya Pradesh,25.0,12.6,18.4,49.208333333333336,0.0,9.9,100,Moderate,953.1125000000001,0.0
2025-12-27,Indore,Madhya Pradesh,25.4,11.3,18.0,50.708333333333336,0.0,10.5,100,Moderate,953.2166666666667,0.0
2025-12-28,Indore,Madhya Pradesh,25.5,13.1,18.9,49.041666666666664,0.0,10.4,100,Moderate,953.6750000000001,0.0
2025-12-29,Indore,Madhya Pradesh,25.7,13.9,19.4,44.875,0.0,10.3,100,Moderate,953.3666666666667,0.20833333333333334
2025-12-30,Indore,Madhya Pradesh,26.0,13.5,19.4,49.0,0.0,8.9,100,Moderate,951.6750000000001,0.0
2025-12-31,Indore,Madhya Pradesh,25.2,12.7,18.9,54.5,0.0,10.3,100,Moderate,949.4208333333332,1.0416666666666667
2024-01-01,Guwahati,Assam,25.1,13.4,18.6,77.25,0.0,6.9,100,Moderate,1009.1541666666667,7.041666666666667
2024-01-02,Guwahati,Assam,24.8,13.1,18.2,78.83333333333333,0.0,8.4,100,Moderate,1009.2875,8.958333333333334
2024-01-03,Guwahati,Assam,24.9,12.6,18.5,75.29166666666667,0.2,10.6,100,Moderate,1009.1,8.75
2024-01-04,Guwahati,Assam,24.8,12.9,18.5,75.45833333333333,0.1,7.3,100,Moderate,1008.8916666666668,10.291666666666666
2024-01-05,Guwahati,Assam,24.4,12.8,18.1,74.41666666666667,0.0,8.8,100,Moderate,1010.1083333333332,4.333333333333333
2024-01-06,Guwahati,Assam,24.6,11.6,17.7,72.20833333333333,0.0,7.4,100,Moderate,1010.225,16.125
2024-01-07,Guwahati,Assam,24.6,11.6,17.4,73.04166666666667,0.0,8.0,100,Moderate,1010.9125,0.041666666666666664
2024-01-08,Guwahati,Assam,23.6,11.6,17.2,75.625,0.0,7.3,100,Moderate,1011.0124999999999,1.5416666666666667
2024-01-09,Guwahati,Assam,23.3,11.0,16.6,81.5,0.0,7.0,100,Moderate,1009.9499999999999,2.6666666666666665
2024-01-10,Guwahati,Assam,23.2,12.4,17.2,81.45833333333333,0.0,8.2,100,Moderate,1008.6833333333334,24.375
2024-01-11,Guwahati,Assam,22.9,12.6,16.7,81.95833333333333,0.0,10.1,100,Moderate,1009.7291666666666,11.708333333333334
2024-01-12,Guwahati,Assam,22.0,10.6,15.6,85.08333333333333,0.0,8.7,100,Moderate,1009.5666666666666,13.666666666666666
2024-01-13,Guwahati,Assam,21.8,12.2,15.8,87.29166666666667,0.0,8.1,100,Moderate,1009.4,38.083333333333336
2024-01-14,Guwahati,Assam,22.9,12.6,17.1,84.5,0.0,9.7,100,Moderate,1008.9499999999999,40.458333333333336
2024-01-15,Guwahati,Assam,23.5,10.2,17.1,83.45833333333333,0.0,7.5,100,Moderate,1008.1875,29.166666666666668
2024-01-16,Guwahati,Assam,22.4,12.4,17.1,81.875,3.1,9.0,100,Moderate,1007.9333333333334,35.958333333333336
2024-01-17,Guwahati,Assam,20.1,12.3,15.8,84.5,0.5,7.2,100,Moderate,1008.8958333333334,51.083333333333336
2024-01-18,Guwahati,Assam,21.8,11.0,15.7,81.04166666666667,0.1,7.1,100,Moderate,1009.6041666666666,32.708333333333336
2024-01-19,Guwahati,Assam,22.6,9.8,15.7,79.58333333333333,0.0,9.0,100,Moderate,1010.2083333333334,7.666666666666667
2024-01-20,Guwahati,Assam,23.0,9.5,16.5,74.83333333333333,0.0,11.4,100,Moderate,1009.4375,13.375
2024-01-21,Guwahati,Assam,21.6,12.2,16.5,80.16666666666667,3.3,8.7,100,Moderate,1009.4416666666666,40.541666666666664
2024-01-22,Guwahati,Assam,22.1,10.1,15.3,80.0,0.0,8.8,100,Moderate,1011.3708333333334,20.458333333333332
2024-01-23,Guwahati,Assam,22.6,9.7,16.0,79.08333333333333,0.3,12.1,100,Moderate,1009.8625000000001,38.291666666666664
2024-01-24,Guwahati,Assam,21.9,10.9,16.1,82.91666666666667,1.5,7.4,100,Moderate,1010.6333333333333,28.5
2024-01-25,Guwahati,Assam,21.9,11.4,16.3,81.25,1.0,14.0,100,Moderate,1012.2624999999999,36.791666666666664
2024-01-26,Guwahati,Assam,21.6,10.4,15.8,82.04166666666667,0.0,7.9,100,Moderate,1013.0,21.541666666666668
2024-01-27,Guwahati,Assam,20.6,9.8,15.0,83.66666666666667,1.0,8.2,100,Moderate,1012.7041666666668,36.958333333333336
2024-01-28,Guwahati,Assam,22.0,9.9,15.6,82.58333333333333,1.1,10.2,100,Moderate,1012.3208333333333,16.666666666666668
2024-01-29,Guwahati,Assam,23.5,10.1,16.6,74.25,0.0,7.4,100,Moderate,1010.8625000000001,18.25
2024-01-30,Guwahati,Assam,22.5,10.9,16.8,77.75,2.3,17.9,100,Moderate,1010.4083333333333,19.666666666666668
2024-01-31,Guwahati,Assam,21.6,10.9,16.1,83.16666666666667,1.8,10.0,100,Moderate,1010.9250000000001,37.583333333333336
2024-02-01,Guwahati,Assam,22.2,12.8,16.2,86.0,0.1,10.6,100,Moderate,1010.975,48.916666666666664
2024-02-02,Guwahati,Assam,21.3,11.7,16.0,85.16666666666667,2.2,10.7,100,Moderate,1008.4666666666667,26.833333333333332
2024-02-03,Guwahati,Assam,22.9,10.4,16.6,74.20833333333333,0.1,11.4,100,Moderate,1009.1958333333333,30.75
2024-02-04,Guwahati,Assam,22.9,10.5,17.1,69.0,0.0,9.4,100,Moderate,1011.3291666666668,32.75
2024-02-05,Guwahati,Assam,21.4,12.7,16.8,75.625,0.7,8.9,100,Moderate,1010.5916666666667,59.041666666666664
2024-02-06,Guwahati,Assam,22.0,12.6,16.8,85.20833333333333,2.4,11.4,100,Moderate,1009.6750000000001,39.5
2024-02-07,Guwahati,Assam,21.9,12.9,17.3,73.79166666666667,0.6,7.8,100,Moderate,1009.25,40.916666666666664
2024-02-08,Guwahati,Assam,21.9,10.4,16.1,70.75,0.0,7.7,100,Moderate,1009.375,43.5
2024-02-09,Guwahati,Assam,23.2,10.2,16.0,74.875,0.0,9.2,100,Moderate,1012.3333333333334,3.5416666666666665
2024-02-10,Guwahati,Assam,25.0,9.9,16.9,70.79166666666667,0.0,11.9,100,Moderate,1012.0749999999999,0.625
2024-02-11,Guwahati,Assam,26.6,10.9,18.4,65.45833333333333,0.0,8.6,100,Moderate,1012.0375,11.458333333333334
2024-02-12,Guwahati,Assam,27.0,12.9,19.5,60.083333333333336,0.0,7.9,100,Moderate,1012.3041666666667,1.125
2024-02-13,Guwahati,Assam,27.4,12.2,19.4,58.166666666666664,0.0,8.6,100,Moderate,1012.025,18.041666666666668
2024-02-14,Guwahati,Assam,27.0,11.5,19.8,55.791666666666664,0.0,9.7,100,Moderate,1010.75,58.791666666666664
2024-02-15,Guwahati,Assam,26.5,15.9,20.1,71.16666666666667,2.6,10.2,100,Moderate,1011.5958333333333,30.375
2024-02-16,Guwahati,Assam,26.9,13.6,19.7,76.75,0.0,8.9,100,Moderate,1011.0500000000001,21.458333333333332
2024-02-17,Guwahati,Assam,25.6,15.0,19.9,70.33333333333333,0.9,11.0,100,Moderate,1007.3041666666667,15.166666666666666
2024-02-18,Guwahati,Assam,27.0,13.9,20.7,57.916666666666664,0.1,10.8,100,Moderate,1007.8166666666666,29.291666666666668
2024-02-19,Guwahati,Assam,26.6,12.7,19.4,66.91666666666667,1.6,7.9,100,Moderate,1007.8333333333334,16.666666666666668
2024-02-20,Guwahati,Assam,26.7,12.8,19.6,69.29166666666667,0.9,8.4,100,Moderate,1004.975,22.083333333333332
2024-02-21,Guwahati,Assam,25.0,15.2,19.3,84.54166666666667,19.6,9.2,100,Moderate,1003.6416666666668,42.833333333333336
2024-02-22,Guwahati,Assam,23.2,14.1,17.6,88.75,1.4,15.6,100,Moderate,1005.1333333333333,59.083333333333336
2024-02-23,Guwahati,Assam,24.8,13.8,18.8,76.95833333333333,0.9,10.0,100,Moderate,1006.8208333333333,34.791666666666664
2024-02-24,Guwahati,Assam,25.5,11.8,18.4,66.41666666666667,0.0,10.5,100,Moderate,1009.2583333333333,5.0
2024-02-25,Guwahati,Assam,22.8,13.0,17.5,72.33333333333333,0.7,8.2,100,Moderate,1010.3416666666667,47.458333333333336
2024-02-26,Guwahati,Assam,23.6,10.8,16.9,79.5,0.0,12.4,100,Moderate,1011.0291666666667,65.04166666666667
2024-02-27,Guwahati,Assam,26.0,10.6,18.1,73.83333333333333,0.0,7.9,100,Moderate,1008.1125000000001,65.95833333333333
2024-02-28,Guwahati,Assam,26.3,13.7,20.0,58.041666666666664,0.0,15.1,100,Moderate,1005.9416666666666,14.458333333333334
2024-02-29,Guwahati,Assam,26.7,12.1,19.6,65.16666666666667,0.0,9.5,100,Moderate,1007.1999999999999,8.625
2024-03-01,Guwahati,Assam,27.1,14.6,20.5,68.16666666666667,0.0,12.1,100,Moderate,1008.6,15.625
2024-03-02,Guwahati,Assam,28.9,14.4,21.6,62.625,0.0,11.0,100,Moderate,1006.85,20.791666666666668
2024-03-03,Guwahati,Assam,28.7,15.9,22.6,60.541666666666664,0.0,17.0,100,Moderate,1005.6583333333333,14.666666666666666
2024-03-04,Guwahati,Assam,28.4,16.3,22.4,64.16666666666667,0.0,22.3,100,Moderate,1005.0583333333334,22.375
2024-03-05,Guwahati,Assam,29.0,15.3,22.0,57.708333333333336,0.0,22.0,100,Moderate,1004.7791666666667,4.916666666666667
2024-03-06,Guwahati,Assam,27.2,13.0,20.1,51.458333333333336,0.0,8.7,100,Moderate,1005.7541666666666,0.0
2024-03-07,Guwahati,Assam,27.5,12.6,19.6,57.333333333333336,0.0,8.7,100,Moderate,1005.6083333333332,0.041666666666666664
2024-03-08,Guwahati,Assam,28.5,12.4,20.6,50.458333333333336,0.0,15.6,100,Moderate,1005.5583333333334,0.2916666666666667
2024-03-09,Guwahati,Assam,28.7,13.1,20.8,50.666666666666664,0.0,10.3,100,Moderate,1006.4958333333334,1.875
2024-03-10,Guwahati,Assam,29.8,13.1,21.0,50.166666666666664,0.0,8.1,100,Moderate,1008.3291666666668,0.08333333333333333
2024-03-11,Guwahati,Assam,30.0,14.8,22.2,50.875,0.0,9.7,100,Moderate,1007.2166666666667,0.4166666666666667
2024-03-12,Guwahati,Assam,31.5,16.2,23.4,51.166666666666664,0.0,16.6,100,Moderate,1004.4666666666667,6.833333333333333
2024-03-13,Guwahati,Assam,30.5,15.8,22.6,63.875,0.0,10.0,100,Moderate,1004.9125,10.333333333333334
2024-03-14,Guwahati,Assam,31.4,16.1,22.6,66.16666666666667,2.8,12.4,100,Moderate,1004.6166666666667,19.375
2024-03-15,Guwahati,Assam,30.1,15.2,22.0,65.20833333333333,0.0,9.7,100,Moderate,1006.0,3.875
2024-03-16,Guwahati,Assam,29.9,15.1,22.4,60.916666666666664,0.0,7.9,100,Moderate,1006.8791666666666,29.0
2024-03-17,Guwahati,Assam,31.8,16.4,23.7,52.375,0.0,15.3,100,Moderate,1006.6708333333332,14.458333333333334
2024-03-18,Guwahati,Assam,31.5,15.6,23.2,50.416666666666664,0.0,10.9,100,Moderate,1006.0166666666668,47.25
2024-03-19,Guwahati,Assam,29.4,16.8,23.3,56.791666666666664,0.0,8.2,100,Moderate,1006.3625000000001,86.20833333333333
2024-03-20,Guwahati,Assam,21.1,17.9,19.5,83.625,14.1,12.1,100,Moderate,1009.85,95.0
2024-03-21,Guwahati,Assam,22.5,16.4,18.8,93.04166666666667,7.6,8.0,100,Moderate,1008.2583333333333,98.04166666666667
2024-03-22,Guwahati,Assam,25.3,16.0,19.8,84.79166666666667,1.4,9.2,100,Moderate,1004.0666666666666,47.666666666666664
2024-03-23,Guwahati,Assam,24.8,15.4,19.3,87.79166666666667,5.0,7.5,100,Moderate,1003.7791666666667,35.5
2024-03-24,Guwahati,Assam,26.9,16.2,20.8,87.125,1.7,8.4,100,Moderate,1006.2083333333334,57.625
2024-03-25,Guwahati,Assam,26.8,17.4,21.6,85.70833333333333,2.7,15.0,100,Moderate,1006.0916666666667,71.58333333333333
2024-03-26,Guwahati,Assam,27.5,16.9,20.8,87.16666666666667,8.4,9.4,100,Moderate,1007.9333333333334,33.25
2024-03-27,Guwahati,Assam,27.0,16.5,20.9,86.79166666666667,0.1,13.5,100,Moderate,1009.0958333333333,64.5
2024-03-28,Guwahati,Assam,28.9,16.3,22.2,83.70833333333333,1.0,10.2,100,Moderate,1006.0,34.833333333333336
2024-03-29,Guwahati,Assam,30.5,17.8,23.6,79.875,0.5,8.7,100,Moderate,1003.7166666666667,51.583333333333336
